angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.041597,J143600.72+094444.5,219.0030117,+9.7457215,0.0427,0.0407,17.4,5.182,5.026,5.179,5.130,,,,0.179,0.067,0.015,0.026,,,,2190109001351057429,0000,1,2411,BAAA,258,33,-227,32,,219.003,9.7457222,HD 128311,,14 36 00.72,+09 44 44.6,K3V,5050,0.73,75,7.8,,,0.33,16.5,,Y,TYC,WISEA,Simbad
0.094974,J143644.11-401241.8,219.1837989,-40.2116369,0.0334,0.0320,151.7,6.048,5.992,6.087,5.822,5.959,6.052,6.015,0.074,0.023,0.015,0.041,0.020,0.049,0.026,2195040901351062432,0000,0,1100,AAAA,121,58,-29,57,0.358,219.1837917,-40.2116111,HR 5449,,14 36 44.11,-40 12 41.8,B8V,12050,2.91,250,15.7,,,0.08,147.49,,Y,TYC,WISEA,Simbad
0.101853,J143750.19-545741.4,219.4591665,-54.9615150,0.0323,0.0306,164.6,8.239,8.250,7.940,6.812,8.964,8.447,8.299,0.023,0.019,0.018,0.065,0.020,0.063,0.026,2195054601351018645,hhh0,0,0000,AAAA,-13,35,-24,34,0.340,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
0.271272,J144430.94-395920.8,221.1289439,-39.9891175,0.0330,0.0317,159.1,7.784,7.805,7.698,4.891,8.186,7.928,7.801,0.027,0.021,0.019,0.029,0.024,0.034,0.020,2206039401351002562,0000,0,1100,AAAA,-11,36,-26,35,0.280,221.129,-39.9890556,HD 129590,,14 44 30.96,-39 59 20.6,G3V,5930,1.61,100,13.1,60,36.62,123.68,132.62,,Y,TYC,WISEA,Simbad
0.196099,J145009.71-623223.3,222.5404807,-62.5398313,0.0363,0.0331,135.9,7.818,7.893,7.692,6.754,8.342,8.049,7.948,0.025,0.019,0.030,0.088,0.029,0.024,0.038,2210062101351021552,0000,0,0000,AAAA,45,36,33,34,0.400,222.5404583,-62.5397778,TYC9011-3733-1,,14 50 09.71,-62 32 23.2,:G4,5780,0.92,225,1.4,,,6.18,81.15,a,N,TYC,WISEA,Simbad
0.015485,J145018.54-242539.7,222.5772510,-24.4276986,0.0328,0.0311,168.1,6.399,6.398,6.399,6.298,6.809,6.480,6.376,0.041,0.020,0.015,0.048,0.026,0.033,0.018,2229024301351015551,0000,0,5651,AAAA,41,44,-75,43,0.181,222.57725,-24.4276944,HD 130693,,14 50 18.54,-24 25 39.7,G8IV,5660,0.76,65,13.5,,,6.22,33.0,a,N,TYC,WISEA,Simbad
0.037422,J145323.04+181407.3,223.3460383,+18.2353710,0.0395,0.0388,111.0,5.464,5.319,5.416,5.355,6.032,5.546,5.437,0.149,0.058,0.015,0.032,0.021,0.044,0.018,2236118101351034070,0000,0,1300,BAAA,222,30,19,29,0.224,223.3460417,18.2353611,HD 131496,,14 53 23.05,+18 14 07.3,:K3,4940,4.35,70,50.4,,,0.16,110.01,,N,TYC,WISEA,Simbad
0.061316,J145544.73-335120.7,223.9363929,-33.8557583,0.0492,0.0453,40.5,5.173,5.010,5.193,5.031,5.222,5.216,5.133,0.168,0.087,0.015,0.032,0.037,0.026,0.015,2231033401351000002,0000,0,1210,BAAA,470,59,223,57,0.395,223.936375,-33.85575,HD 131625,,14 55 44.73,-33 51 20.7,A0V,8700,2.67,220,9.7,35,384.06,1.54,77.82,,Y,TYC,WISEA,Simbad
0.098484,J145553.22-394344.4,223.9717892,-39.7290005,0.0337,0.0330,138.7,8.061,8.047,7.793,6.725,8.392,8.220,8.144,0.023,0.021,0.018,0.075,0.030,0.042,0.033,2245039401351016445,0000,0,1100,AAAA,53,38,-128,38,0.404,223.9717917,-39.7290278,TYC7824-2717-1,,14 55 53.23,-39 43 44.5,F5/F6V,6260,1.15,215,2.2,,,5.76,113.08,a,N,TYC,WISEA,Simbad
0.080350,J145623.15+493740.0,224.0964988,+49.6278001,0.0487,0.0459,52.2,4.320,4.148,4.410,4.321,4.685,4.464,4.408,0.288,0.146,0.014,0.024,0.037,0.018,0.026,2229149901351023836,0000,0,0411,BBAA,297,31,-196,32,2.813,224.0965,49.6277778,HD 132254,,14 56 23.16,+49 37 40.0,F8-V,6270,1.42,140,6.6,,,0.17,25.1,,N,TYC,WISEA,Simbad
0.060206,J145654.44-354143.8,224.2268718,-35.6955165,0.0307,0.0295,172.1,7.514,7.523,6.922,4.273,7.604,7.564,7.524,0.033,0.019,0.016,0.024,0.021,0.038,0.018,2238036401351056915,0000,0,2111,AAAA,-9,42,54,39,0.409,224.226875,-35.6955,HD 131835,b,14 56 54.45,-35 41 43.8,A2IV,7980,1.47,180,6.7,70,44.71,49.25,122.69,,Y,TYC,WISEA,Simbad
0.068137,J150058.29-083108.1,225.2428997,-8.5189253,0.0492,0.0474,32.0,4.602,4.405,4.681,4.584,4.715,4.714,4.622,0.176,0.082,0.015,0.025,0.037,0.240,0.026,2251009101351055370,0000,1,3698,BAAA,36,93,-276,83,0.894,225.2429167,-8.5189167,del Lib,,15 00 58.30,-08 31 08.1,A0V,8370,3.96,40,403.3,,,0.46,90.0,,Y,TYC,WISEA,Simbad
0.065313,J150130.05+155205.5,225.3752106,+15.8682124,0.0322,0.0302,157.5,6.577,6.555,6.572,6.527,,,,0.069,0.022,0.015,0.054,,,,2253115101351059059,0000,0,3000,AAAA,85,24,-284,24,,225.3752083,15.8681944,HD 132950,,15 01 30.05,+15 52 05.5,K3V,4810,0.7,500,0.1,40,23.83,20.77,30.31,,Y,TYC,WISEA,Simbad
0.073143,J150331.90-312234.6,225.8829529,-31.3762976,0.0335,0.0329,0.7,6.580,6.555,6.560,6.226,6.900,6.724,6.641,0.073,0.024,0.015,0.058,0.021,0.029,0.029,2258031901351043939,0000,0,0100,AAAA,264,39,105,37,0.515,225.8829583,-31.3762778,HD 133075,,15 03 31.91,-31 22 34.6,F3IV,6150,3.1,120,18.9,,,0.65,151.51,,Y,TYC,WISEA,Simbad
0.504652,J150714.91-293016.4,226.8121319,-29.5045675,0.0334,0.0305,160.6,7.280,7.297,7.087,5.649,7.499,7.362,7.321,0.032,0.020,0.018,0.039,0.021,0.055,0.024,2262028801351002534,0000,0,0011,AAAA,53,40,-16,38,0.552,226.81225,-29.5044722,HD 133803,,15 07 14.94,-29 30 16.1,A9V,6920,1.78,170,6.8,,,4.51,124.84,,Y,TYC,WISEA,Simbad
0.062547,J151327.94-330850.4,228.3664279,-33.1473479,0.0335,0.0318,146.9,7.604,7.636,7.570,6.312,7.878,7.732,7.651,0.030,0.021,0.018,0.054,0.023,0.051,0.024,2285033401351038905,0000,0,0000,AAAA,-20,37,-19,36,0.324,228.3664167,-33.1473333,HD 134888,,15 13 27.94,-33 08 50.4,F4V,6480,1.12,200,2.7,75,19.6,14.95,89.92,,Y,TYC,WISEA,Simbad
0.059979,J151350.37-402502.1,228.4598923,-40.4172602,0.0332,0.0310,152.9,8.184,8.205,7.936,4.724,8.543,8.330,8.229,0.023,0.020,0.021,0.029,0.026,0.051,0.033,2274040901351052664,0000,0,0000,AAAA,-25,42,12,43,0.251,228.459875,-40.41725,TYC7826-2474-1,,15 13 50.37,-40 25 02.1,G0V,6190,1.1,115,7.4,,,62.48,112.7,a,N,TYC,WISEA,Simbad
0.021191,J151559.29+004745.5,228.9970824,+0.7959780,0.0428,0.0419,36.1,4.920,4.805,4.953,4.824,5.484,5.115,4.958,0.173,0.064,0.014,0.028,0.018,0.027,0.017,2284101501351000002,0000,0,0200,BAAA,54,43,5,42,2.256,228.9970833,0.7959722,HD 135599,,15 15 59.30,+00 47 45.5,K0V,5510,0.73,200,1.2,50,20.86,1.92,15.84,,Y,TYC,WISEA,Simbad
0.034775,J151730.79-584805.9,229.3783195,-58.8016454,0.0520,0.0472,73.6,3.796,3.574,3.853,3.363,3.928,3.806,3.875,0.302,0.219,0.015,0.020,0.248,0.244,0.178,2304059101351038224,HHH0,1,nnn0,BBAA,1802,55,-723,60,1.711,229.3783333,-58.8016389,bet Cir,,15 17 30.80,-58 48 05.9,A3V,8470,1.92,220,6.6,,,0.56,30.55,,Y,TYC,WISEA,Simbad
0.058231,J151905.40-362144.4,229.7725062,-36.3623487,0.0352,0.0330,148.7,8.102,8.120,8.110,7.507,8.393,8.223,8.154,0.023,0.020,0.023,0.165,0.018,0.033,0.029,2294036401351029112,0000,0,000n,AAAB,-64,38,-90,38,0.458,229.7725,-36.3623333,HD 135953,,15 19 05.40,-36 21 44.4,F5V,6310,1.34,65,29.4,,,8.65,133.15,,Y,TYC,WISEA,Simbad
0.065877,J152031.39-281713.8,230.1308098,-28.2871757,0.0360,0.0343,169.5,6.916,6.926,6.961,6.646,6.981,7.035,6.959,0.040,0.021,0.016,0.109,0.021,0.061,0.029,2297028801351051922,hh00,0,1100,AAAA,17,41,164,39,0.481,230.1307917,-28.2871667,HD 136246,,15 20 31.39,-28 17 13.8,A1V,8470,1.99,240,5.7,55,109.96,1.01,131.57,,Y,TYC,WISEA,Simbad
0.080800,J152211.23-373808.4,230.5468209,-37.6356869,0.0342,0.0318,156.6,6.795,6.802,6.621,5.588,6.746,6.831,6.756,0.065,0.021,0.016,0.040,0.024,0.049,0.024,2311037901351041362,0000,0,0000,AAAA,112,47,-40,41,0.398,230.5468333,-37.6356667,HD 136482,,15 22 11.24,-37 38 08.4,B8/B9V,10700,2.0,195,14.0,,,0.82,136.24,,Y,TYC,WISEA,Simbad
0.329203,J152530.15-361158.1,231.3756331,-36.1994851,0.0337,0.0319,160.0,7.362,7.380,7.170,6.210,7.409,7.422,7.384,0.034,0.019,0.020,0.095,0.023,0.040,0.023,2312036401351030334,hhhH,0,000n,AAAA,-52,38,-17,36,0.260,231.3757083,-36.1994167,HD 137119,,15 25 30.17,-36 11 57.9,A2V,8300,1.35,230,4.0,,,1.76,107.18,,Y,TYC,WISEA,Simbad
0.307853,J153220.11-310834.0,233.0838292,-31.1427982,0.0350,0.0335,178.2,7.447,7.463,7.487,7.209,7.764,7.562,7.507,0.030,0.021,0.018,0.112,0.026,0.031,0.027,2329031901351054728,0000,0,1111,AAAB,76,78,-24,53,0.415,233.083875,-31.1427222,HD 138296,,15 32 20.13,-31 08 33.8,F2V,6490,1.9,120,12.9,,,0.22,142.65,,Y,TYC,WISEA,Simbad
0.035347,J153255.76+312132.8,233.2323731,+31.3591208,0.0499,0.0476,67.8,4.412,4.133,4.394,4.228,4.429,4.472,4.430,0.333,0.174,0.015,0.023,0.258,0.180,0.016,2329131801351021495,0000,0,0296,BBAA,27,32,36,33,0.396,233.232375,31.3591111,tet CrB,,15 32 55.77,+31 21 32.8,B6V,12550,3.78,115,104.9,,,0.151,115.07,,N,TYC,WISEA,Simbad
0.110670,J153414.45-604828.9,233.5602245,-60.8080400,0.0345,0.0325,163.1,6.988,7.016,6.830,5.082,7.038,7.129,7.030,0.051,0.022,0.016,0.029,0.018,0.031,0.018,2340060601351016442,dddd,0,1110,AAAA,57,36,-94,59,0.369,233.5601667,-60.8080278,TYC9022-1316-1,,15 34 14.44,-60 48 28.9,B9.2/A0V,8770,1.52,150,12.1,,,3.54,105.48,,N,TYC,WISEA,Simbad
0.103579,J153441.35+264251.9,233.6723057,+26.7144426,0.0172,0.0137,24.4,0.942,0.935,2.263,1.940,2.249,2.394,2.206,,,0.008,0.013,0.242,0.202,0.362,2332127201351002540,hh00,0,nn41,UUAA,30,31,-54,30,1.580,233.6722917,26.7144167,alf CrB,,15 34 41.35,+26 42 51.9,A1IV,8770,3.09,120,38.4,,,0.34,23.0,,Y,TYC,WISEA,Simbad
0.021826,J153516.09-254403.3,233.8170484,-25.7342500,0.0328,0.0314,160.8,7.137,7.170,6.750,4.202,7.159,7.180,7.172,0.032,0.020,0.016,0.023,0.021,0.044,0.018,2333025801351024707,0000,0,0000,AAAA,27,46,-9,42,0.267,233.8170417,-25.73425,HD 138813,,15 35 16.09,-25 44 03.3,A0V,8660,2.07,170,12.5,85,50.17,22.67,150.83,,Y,TYC,WISEA,Simbad
0.075985,J153556.15+394952.2,233.9839976,+39.8311877,0.0384,0.0369,129.0,5.698,5.325,5.511,5.466,,,,0.065,0.027,0.015,0.031,,,,2341139301351041691,hh00,1,1520,AAAA,-370,36,101,35,,233.984,39.8311667,HD 139323,,15 35 56.16,+39 49 52.2,K3V,5210,0.82,300,0.5,30,57.78,11.23,22.37,,Y,TYC,WISEA,Simbad
0.031492,J153611.34-330534.3,234.0472813,-33.0928614,0.0330,0.0318,157.5,6.498,6.439,6.097,5.179,6.398,6.490,6.433,0.264,0.024,0.015,0.035,0.021,0.049,0.026,2339033401351039146,0000,0,1100,BAAA,156,46,68,43,0.175,234.0472917,-33.0928611,HR 5790,,15 36 11.35,-33 05 34.3,B8V,11000,1.79,275,6.6,,,1.17,106.49,,Y,TYC,WISEA,Simbad
0.008843,J154011.46-701340.9,235.0477844,-70.2280555,0.0339,0.0326,174.9,6.270,6.219,6.160,5.010,6.304,6.342,6.268,0.088,0.026,0.015,0.027,0.039,0.067,0.029,2344069701351002993,0000,0,0300,AAAA,104,36,-96,34,0.800,235.0477917,-70.2280556,HR 5792,,15 40 11.47,-70 13 41.0,A1V,8630,1.61,200,7.0,65,66.33,7.34,78.49,,Y,TYC,WISEA,Simbad
0.081025,J154111.23-443943.3,235.2968332,-44.6620503,0.0507,0.0462,76.4,3.681,3.087,3.650,3.521,,,,0.348,0.199,0.015,0.019,,,,2351044001351006029,0000,1,0211,BBAA,458,55,-1268,58,,235.2968333,-44.6620278,g Lup,b,15 41 11.24,-44 39 43.3,F5V,6730,1.27,350,1.1,45,66.43,4.09,17.43,,N,TYC,WISEA,Simbad
0.047181,J154523.49+052650.3,236.3478872,+5.4473106,0.0464,0.0444,83.4,5.402,5.258,5.428,4.997,5.466,5.463,5.428,0.145,0.075,0.015,0.032,0.018,0.026,0.020,2369106001351010133,HHH0,0,nnn0,BAAA,-115,54,-76,54,0.164,236.347875,5.4473056,HR 5859,,15 45 23.49,+05 26 50.3,A0V,8750,3.42,180,18.8,35,498.44,2.92,113.37,,Y,TYC,WISEA,Simbad
0.219302,J154704.45-353037.3,236.7685739,-35.5103792,0.0357,0.0331,171.6,6.669,6.637,6.478,5.264,6.693,6.724,6.671,0.082,0.023,0.017,0.036,0.020,0.023,0.016,2375034901351010743,hh00,0,1000,AAAA,78,38,67,36,0.523,236.7685,-35.5103889,HD 140817,,15 47 04.44,-35 30 37.4,A0V,8770,2.49,180,13.7,,,1.75,147.27,,Y,TYC,WISEA,Simbad
0.311148,J154706.15-353105.1,236.7756377,-35.5180924,0.0358,0.0337,168.5,7.307,7.322,7.264,5.980,7.345,7.406,7.361,0.032,0.020,0.019,0.053,0.024,0.024,0.018,2375034901351010861,ddd0,1,0011,AAAA,-42,48,142,41,0.449,236.7757083,-35.5180278,HD 140840,,15 47 06.17,-35 31 04.9,B9.5V,9380,1.53,200,7.8,80,49.18,3.6,125.78,,Y,TYC,WISEA,Simbad
0.118096,J154807.80-360145.2,237.0325160,-36.0292476,0.0354,0.0342,170.9,8.394,8.407,8.155,7.393,8.690,8.493,8.451,0.024,0.021,0.022,0.123,0.026,0.047,0.021,2368036401351046066,0000,0,1100,AAAB,-29,39,15,38,0.427,237.0325417,-36.0292222,TYC7340-321-1,,15 48 07.81,-36 01 45.2,:F8,6170,1.08,240,1.6,,,3.98,120.97,a,N,TYC,WISEA,Simbad
0.069855,J154824.76-423705.2,237.1031930,-42.6181381,0.0334,0.0320,166.4,7.796,7.839,7.761,7.093,8.112,7.939,7.872,0.025,0.019,0.020,0.096,0.019,0.051,0.027,2366042501351023467,hh00,0,0000,AAAA,-18,44,-52,44,0.407,237.1031667,-42.6181389,HD 141011,,15 48 24.76,-42 37 05.3,F5V,6530,1.09,200,2.7,,,1.98,96.33,,Y,TYC,WISEA,Simbad
0.118167,J154850.77-234109.3,237.2115629,-23.6859432,0.0339,0.0323,163.9,7.101,7.125,6.737,4.935,7.524,7.267,7.157,0.032,0.020,0.016,0.037,0.021,0.029,0.024,2377024301351054080,0000,0,1111,AAAA,-37,52,0,42,0.226,237.2115417,-23.6859167,HD 141227,,15 48 50.77,-23 41 09.3,F5V,5900,0.96,180,2.4,,,16.4,60.22,a,N,TYC,WISEA,Simbad
0.090585,J154856.77-034906.5,237.2365561,-3.8184929,0.0453,0.0436,50.4,5.274,5.100,5.295,4.942,5.328,5.267,5.256,0.163,0.066,0.015,0.028,0.023,0.031,0.020,2369004601351051058,0000,0,1100,BAAA,-28,54,-163,52,0.576,237.2365417,-3.8184722,HD 141378,,15 48 56.77,-03 49 06.5,A5IV-V,8240,1.81,190,7.9,60,79.77,1.44,54.02,,Y,TYC,WISEA,Simbad
0.043329,J154957.68-035515.6,237.4903364,-3.9210116,0.0329,0.0316,4.9,6.061,6.095,4.701,1.861,6.872,6.861,6.821,0.072,0.025,0.015,0.022,0.027,0.040,0.026,2369004601351048564,0000,1,4410,AAAA,-1966,36,1203,35,1.253,237.4903333,-3.921,HD 141569,,15 49 57.68,-03 55 15.6,A0Ve,8240,1.94,300,3.4,90,37.87,162.45,116.14,,N,TYC,WISEA,Simbad
0.068967,J155044.35-333949.1,237.6848212,-33.6636552,0.0328,0.0300,175.1,7.520,7.540,7.346,6.634,7.798,7.655,7.558,0.030,0.019,0.019,0.069,0.030,0.042,0.020,2375033401351018677,0000,0,3100,AAAA,55,41,1,35,0.505,237.6848333,-33.6636389,TYC7332-2514-1,,15 50 44.36,-33 39 49.1,F3V,6630,1.38,250,2.2,,,3.23,106.99,a,N,TYC,WISEA,Simbad
0.051947,J155113.92+353923.0,237.8080240,+35.6563905,0.0196,0.0129,22.9,1.598,1.380,2.525,2.398,,,,,,0.007,0.017,,,,2368136301351000001,0h00,0,nn30,UUAA,-189,29,-447,27,,237.8080417,35.6563889,kap CrB,,15 51 13.93,+35 39 23.0,K0III-IV,4990,5.09,90,36.4,,,0.69,30.49,,N,TYC,WISEA,Simbad
0.057834,J155327.26-421601.3,238.3636049,-42.2670339,0.0374,0.0347,169.8,6.344,6.254,6.300,5.999,6.738,6.413,6.342,0.085,0.027,0.017,0.051,0.024,0.026,0.026,2386042501351036989,0h00,0,2111,AAAA,-72,39,-150,37,0.632,238.363625,-42.2670278,HD 141943,b,15 53 27.27,-42 16 01.3,:G2,5910,1.57,300,1.4,65,30.37,4.24,67.0,a,Y,TYC,WISEA,Simbad
0.084643,J155355.85-235841.4,238.4827383,-23.9781876,0.0702,0.0587,172.0,,5.086,4.978,4.464,5.437,5.418,5.365,,0.074,0.023,0.029,0.030,0.044,0.023,2377024301351042235,HHH0,1,nnn5,XAAA,259,64,-457,67,0.461,238.48275,-23.9781667,V1040 Sco,,15 53 55.86,-23 58 41.4,B2V,9300,3.94,500,3.1,,,3.801,130.88,,N,TYC,WISEA,Simbad
0.051101,J155547.62+375649.9,238.9484185,+37.9472085,0.0465,0.0440,53.2,4.510,4.291,4.535,4.446,4.966,4.764,4.486,0.170,0.086,0.014,0.024,0.212,0.172,0.026,2387137801351029010,0000,0,0311,BAAA,163,38,80,42,1.141,238.9484167,37.9471944,lam CrB,,15 55 47.62,+37 56 49.9,F0IV,6990,2.02,320,2.2,40,144.07,0.84,41.56,,Y,TYC,WISEA,Simbad
0.089473,J155605.60-365334.5,239.0233725,-36.8929415,0.0342,0.0330,174.1,7.906,7.915,7.847,6.940,8.153,7.974,7.940,0.026,0.020,0.022,0.087,0.021,0.042,0.020,2387036401351002633,0000,0,0000,AAAA,-44,37,34,35,0.104,239.023375,-36.8929167,HD 142446,,15 56 05.61,-36 53 34.5,F3V,6670,1.57,70,33.2,,,7.61,144.3,,Y,TYC,WISEA,Simbad
0.073899,J155605.85-602858.3,239.0244013,-60.4828802,0.0378,0.0368,116.2,5.707,5.557,5.600,5.159,5.646,5.659,5.571,0.091,0.050,0.014,0.031,0.020,0.047,0.021,2400060601351037202,0h00,1,4410,AAAA,187,37,-889,35,1.444,239.0244167,-60.4828611,HD 142139,,15 56 05.86,-60 28 58.3,A1IV/V,8670,1.84,160,12.5,,,0.35,66.0,,Y,TYC,WISEA,Simbad
0.081295,J155706.40-220606.2,239.2766832,-22.1017388,0.0372,0.0348,155.6,10.758,10.251,8.967,7.229,12.449,11.716,11.286,0.022,0.021,0.033,0.122,0.025,0.025,0.026,2394022801351054577,0000,1,5700,AAAB,-189,41,38,41,0.264,239.2766667,-22.1017222,2MASS J15570641-2206060,,15 57 06.40,-22 06 06.2,:M,2020,0.29,240,0.05,,,398.508,31.55,a,N,TYC,WISEA,Simbad
0.064898,J155847.71-175759.8,239.6988064,-17.9666225,0.0364,0.0343,162.4,8.292,8.257,8.096,7.553,9.261,8.535,8.325,0.025,0.020,0.024,0.146,0.022,0.042,0.024,2394018201351041831,0000,0,2110,AAAB,36,37,42,36,0.357,239.6987917,-17.9666111,2MASS J15584772-1757595,,15 58 47.71,-17 57 59.8,:K8,3860,1.65,450,0.2,,,10.63,125.0,a,N,TYC,WISEA,Simbad
0.033935,J160217.70+224816.4,240.5737886,+22.8045646,0.0493,0.0453,70.5,4.647,4.455,4.653,4.574,5.012,4.658,4.619,0.194,0.116,0.014,0.025,0.266,0.036,0.017,2410122701351036550,0000,1,0000,BBAA,555,54,723,55,0.500,240.5737917,22.8045556,44 Ser,,16 02 17.71,+22 48 16.4,A3V,8840,2.29,200,10.4,50,166.77,0.6,54.88,,Y,TYC,WISEA,Simbad
0.370701,J160218.51-351612.0,240.5771402,-35.2700034,0.0350,0.0330,176.9,7.692,7.715,7.700,7.350,7.926,7.816,7.734,0.029,0.021,0.020,0.141,0.023,0.047,0.027,2412034901351013638,0000,0,000n,AAAB,4,39,-83,37,0.351,240.5772083,-35.2699167,HD 143538,,16 02 18.53,-35 16 11.7,F0V,6880,1.24,240,2.3,,,0.58,106.26,,Y,TYC,WISEA,Simbad
0.325790,J160313.52-351715.1,240.8063474,-35.2875428,0.0344,0.0328,155.6,7.558,7.596,7.311,5.457,7.690,7.653,7.619,0.028,0.020,0.018,0.042,0.026,0.031,0.024,2412034901351016523,dh00,0,0000,AAAA,-109,43,-34,42,0.411,240.8064167,-35.2874722,HD 143675,,16 03 13.54,-35 17 14.9,A5IV/V,7750,1.33,190,5.1,110,15.397,10.9,113.37,,Y,TYC,WISEA,Simbad
0.248328,J160444.48-392604.9,241.1853749,-39.4347079,0.0347,0.0302,42.4,7.125,7.167,7.195,6.606,7.053,7.129,7.148,0.057,0.019,0.015,0.078,0.019,0.029,0.018,2419039401351037960,hh00,0,nnnn,AAAA,-90,32,-165,31,0.217,241.185375,-39.4346389,LM Lup,,16 04 44.49,-39 26 04.7,:B8,10850,1.81,160,19.3,,,0.21,144.71,,Y,TYC,WISEA,Simbad
0.010108,J160455.45-205400.2,241.2310436,-20.9000578,0.0342,0.0332,154.5,7.175,7.193,6.941,5.665,7.412,7.300,7.234,0.039,0.021,0.018,0.042,0.021,0.051,0.024,2405021301351046370,hh00,0,0000,AAAA,-20,37,106,65,0.240,241.2310417,-20.9000556,TYC6212-349-1,,16 04 55.45,-20 54 00.2,A3IV/V,6960,1.45,185,4.7,,,4.55,98.57,a,N,TYC,WISEA,Simbad
0.079750,J160729.91-235702.6,241.8746630,-23.9507441,0.0348,0.0327,137.7,7.217,7.202,6.917,5.745,7.473,7.361,7.242,0.048,0.021,0.017,0.054,0.020,0.057,0.027,2411024301351049310,0000,0,1100,AAAA,23,46,-15,42,0.370,241.8746667,-23.9507222,HD 144587,,16 07 29.92,-23 57 02.6,A9V,6540,1.89,205,4.4,,,5.11,108.45,,Y,TYC,WISEA,Simbad
0.033034,J160810.50-235102.6,242.0437566,-23.8507291,0.0357,0.0338,148.9,7.783,7.787,7.690,7.357,8.149,7.909,7.828,0.027,0.021,0.024,0.152,0.024,0.040,0.024,2427024301351037025,hhdh,0,0000,AAAB,-69,39,-86,38,0.216,242.04375,-23.8507222,HD 144729,,16 08 10.50,-23 51 02.6,F0V,6280,1.61,300,1.6,,,1.92,138.88,,Y,TYC,WISEA,Simbad
0.065375,J160830.69-382827.0,242.1278955,-38.4741871,0.0446,0.0300,116.1,8.219,8.231,7.842,3.070,8.974,8.389,8.225,0.027,0.024,0.025,0.024,0.021,0.036,0.029,2425037901351007951,hh00,0,nnnn,AAAA,-354,31,376,31,0.249,242.1279167,-38.4741944,TYC7851-810-1,,16 08 30.70,-38 28 27.1,:K6,4590,0.65,90,3.9,,,1308.11,57.63,a,N,TYC,WISEA,Simbad
0.093758,J160831.34-350949.9,242.1305951,-35.1638853,0.0324,0.0308,163.3,7.629,7.639,7.386,4.799,7.797,7.727,7.631,0.029,0.020,0.018,0.030,0.024,0.044,0.021,2412034901351024456,0000,0,1111,AAAA,-62,37,-91,35,0.364,242.1305833,-35.1638611,TYC7338-1156-1,,16 08 31.34,-35 09 49.9,A9V,7270,1.48,130,10.8,,,16.7,124.44,a,N,TYC,WISEA,Simbad
0.106748,J160926.56+113428.6,242.3606834,+11.5746358,0.0374,0.0351,178.0,6.089,5.907,5.999,5.888,6.323,6.056,5.997,0.056,0.038,0.016,0.047,0.021,0.033,0.023,2425112101351007158,0000,1,0300,AAAA,164,43,211,39,1.001,242.3606667,11.5746111,HD 145229,,16 09 26.56,+11 34 28.6,:G1,5940,0.96,200,1.9,50,31.66,1.88,34.5,,Y,TYC,WISEA,Simbad
0.098669,J160958.04-222435.0,242.4918454,-22.4097491,0.0321,0.0309,169.5,6.830,6.821,6.508,4.583,7.030,6.957,6.884,0.044,0.020,0.016,0.029,0.024,0.047,0.020,2427022801351038206,0000,0,0111,AAAA,64,45,89,39,0.264,242.491875,-22.40975,TYC6213-12-1,,16 09 58.05,-22 24 35.1,A3IV/V,6970,1.45,160,6.4,,,10.11,83.55,a,N,TYC,WISEA,Simbad
0.455230,J161012.63-210444.7,242.5526563,-21.0791059,0.0331,0.0306,165.1,8.526,8.525,7.534,3.009,9.335,8.722,8.546,0.023,0.019,0.020,0.029,0.026,0.051,0.021,2421021301351026618,0000,0,0000,AAAA,27,44,4,46,0.176,242.5527917,-21.0791111,TYC6213-1122-1,,16 10 12.67,-21 04 44.8,:K6,4360,0.61,120,1.8,70,5.54,3458.42,60.45,a,N,TYC,WISEA,Simbad
0.355077,J161216.72-422230.2,243.0696794,-42.3750811,0.0621,0.0385,77.6,7.568,7.580,7.500,6.810,7.581,7.487,7.445,0.044,0.036,0.031,0.128,0.030,0.047,0.036,2426042501351030238,ddd0,0,nnnn,AAAB,177,37,621,33,0.284,243.0697917,-42.3750278,HD 145357,,16 12 16.75,-42 22 30.1,A5V,7240,1.89,190,6.3,,,1.21,146.84,,Y,TYC,WISEA,Simbad
4.979658,J161216.64-422234.9,243.0693728,-42.3763760,0.1050,0.0510,81.7,8.256,8.255,8.247,7.929,8.365,8.078,8.047,0.060,0.056,0.054,0.348,0.120,0.086,0.080,2426042501351030239,ddd0,0,nnnn,AAAB,,,,,0.243,243.0697917,-42.3750278,HD 145357,,16 12 16.75,-42 22 30.1,A5V,7240,1.89,190,6.3,,,1.21,146.84,,Y,TYC,WISEA,Simbad
